studyYear,pop,programName,studyName,germplasmName,herbicideType,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,Chalk impact|LSU_01:0000108,Days to heading|LSU_01:0000130,Whole milling percentage|LSU_01:0000100,Yield|LSU_01:0000138
2021,MP-FOUNDERS,LSU Rice,21MP2_2,LKST_MP,Conventional,1,1,22,2,15,check,21.32,75,56.09,9634.032167
2021,MP-FOUNDERS,LSU Rice,21MP2_2,LKST_MP,Conventional,1,4,238,14,15,check,19.74,74,55.21,8413.718044
2021,MP2,LSU Rice,21MP2_2,MPA_018,Conventional,1,2,94,6,15,test,9.11,81,61.81,6991.899198
2021,MP2,LSU Rice,21MP2_2,MPA_019,Conventional,1,2,111,7,3,test,19.27,79,63.53,9019.682031
2021,MP2,LSU Rice,21MP2_2,MPA_023,Conventional,1,1,8,1,8,test,22.04,74,61.37,9219.560818
2021,MP2,LSU Rice,21MP2_2,MPA_034,Conventional,1,4,212,12,5,test,12.97,78,60.11,8691.121367
2021,MP2,LSU Rice,21MP2_2,MPA_035,Conventional,1,3,186,11,6,test,16.39,78,63.38,6722.88924
2021,MP2,LSU Rice,21MP2_2,MPA_042,Conventional,1,4,209,12,8,test,23.85,72,57.99,8788.003323
2021,MP2,LSU Rice,21MP2_2,MPA_071,Conventional,1,4,225,13,9,test,19.73,76,61.46,7735.366205
2021,MP2,LSU Rice,21MP2_2,MPA_076,Conventional,1,4,216,12,1,test,14.84,72,58.43,9005.089851
2021,MP2,LSU Rice,21MP2_2,MPA_077,Conventional,1,1,29,2,8,test,16.16,79,62.63,6494.922259
2021,MP2,LSU Rice,21MP2_2,MPA_087,Conventional,1,1,57,4,16,test,12.21,79,62.23,7045.997109
2021,MP2,LSU Rice,21MP2_2,MPA_089,Conventional,1,1,17,1,17,test,18.55,80,64.69,10057.35109
2021,MP2,LSU Rice,21MP2_2,MPA_090,Conventional,1,4,237,14,16,test,10.7,74,61.4,7324.471576
2021,MP2,LSU Rice,21MP2_2,MPA_091,Conventional,1,1,33,2,4,test,21.66,78,59.4,8992.904851
2021,MP2,LSU Rice,21MP2_2,MPA_093,Conventional,1,2,85,5,13,test,14.47,77,53.62,9367.729472
2021,MP2,LSU Rice,21MP2_2,MPA_104,Conventional,1,4,236,14,17,test,19.78,78,60.54,8126.60702
2021,MP2,LSU Rice,21MP2_2,MPA_106,Conventional,1,1,52,3,16,test,20.77,81,64.96,8383.997104
2021,MP2,LSU Rice,21MP2_2,MPA_110,Conventional,1,3,159,9,15,test,14.46,81,67.48,7886.576103
2021,MP2,LSU Rice,21MP2_2,MPA_118,Conventional,1,4,218,13,2,test,13.35,80,60.55,8781.143135
2021,MP2,LSU Rice,21MP2_2,MPA_119,Conventional,1,3,129,8,16,test,13.96,82,62.78,7727.371251
2021,MP2,LSU Rice,21MP2_2,MPA_123,Conventional,1,2,86,5,14,test,16.84,80,60.5,9232.423476
2021,MP2,LSU Rice,21MP2_2,MPA_124,Conventional,1,3,133,8,12,test,17.33,77,57.3,8104.810922
2021,MP2,LSU Rice,21MP2_2,MPA_132,Conventional,1,1,21,2,16,test,20.92,81,61.01,8994.787858
2021,MP2,LSU Rice,21MP2_2,MPA_138,Clearfield,1,1,4,1,4,test,19.11,86,59.14,7002.096551
2021,MP2,LSU Rice,21MP2_2,MPA_142,Clearfield,1,3,177,10,4,test,14.8,78,58.8,7368.309648
2021,MP2,LSU Rice,21MP2_2,MPA_143,Clearfield,1,1,43,3,7,test,19.39,77,57.25,8712.538892
2021,MP2,LSU Rice,21MP2_2,MPA_145,Clearfield,1,4,211,12,6,test,9.9,77,61.58,7302.424054
2021,MP2,LSU Rice,21MP2_2,MPA_155,Conventional,1,4,247,14,6,test,25.39,78,62.2,7475.530935
2021,MP2,LSU Rice,21MP2_2,MPA_166,Conventional,1,3,175,10,6,test,20.27,75,65.64,8643.867862
2021,MP2,LSU Rice,21MP2_2,MPA_170,Clearfield,1,4,252,14,1,test,8.17,81,65.54,7488.995714
2021,MP2,LSU Rice,21MP2_2,MPA_173,Conventional,1,4,202,12,15,test,26.67,77,54.84,8120.434808
2021,MP2,LSU Rice,21MP2_2,MPA_177,Conventional,1,1,10,1,10,test,11.12,82,57.14,8802.957819
2021,MP2,LSU Rice,21MP2_2,MPA_179,Clearfield,1,3,151,9,7,test,17.32,79,60.35,8901.099472
2021,MP2,LSU Rice,21MP2_2,MPA_180,Clearfield,1,3,135,8,10,test,25.55,77,63.48,9506.523131
2021,MP2,LSU Rice,21MP2_2,MPA_181,Conventional,1,3,138,8,7,test,22.83,78,63.82,8748.324689
2021,MP2,LSU Rice,21MP2_2,MPA_186,Clearfield,1,3,176,10,5,test,18.08,77,57.98,6505.070003
2021,MP2,LSU Rice,21MP2_2,MPA_190,Clearfield,1,2,119,7,11,test,18.62,81,60.74,8510.949757
2021,MP2,LSU Rice,21MP2_2,MPA_192,Conventional,1,2,125,7,17,test,17.48,82,68.65,8014.453632
2021,MP2,LSU Rice,21MP2_2,MPA_194,Clearfield,1,4,243,14,10,test,17.46,76,63.15,7742.787448
2021,MP2,LSU Rice,21MP2_2,MPA_198,Conventional,1,3,155,9,11,test,18.1,77,60.64,8339.60714
2021,MP2,LSU Rice,21MP2_2,MPA_220,Clearfield,1,3,152,9,8,test,13.09,74,59.4,7851.948546
2021,MP2,LSU Rice,21MP2_2,MPA_223,Clearfield,1,3,181,11,1,test,15.61,80,63.76,8943.92624
2021,MP2,LSU Rice,21MP2_2,MPA_236,Clearfield,1,3,158,9,14,test,17.21,75,61.72,9244.470945
2021,MP2,LSU Rice,21MP2_2,MPA_242,Clearfield,1,2,103,6,6,test,10.56,79,59.42,6846.766607
2021,MP2,LSU Rice,21MP2_2,MPA_248,Clearfield,1,3,145,9,1,test,16.7,75,64.08,8411.824891
2021,MP2,LSU Rice,21MP2_2,MPA_251,Clearfield,1,2,99,6,10,test,11.24,76,55.14,8831.048737
2021,MP2,LSU Rice,21MP2_2,MPA_259,Clearfield,1,4,251,14,2,test,,79,,8564.87122
2021,MP2,LSU Rice,21MP2_2,MPA_260,Clearfield,1,1,24,2,13,test,15.7,75,61.32,9641.064564
2021,MP2,LSU Rice,21MP2_2,MPA_266,Clearfield,1,3,160,9,16,test,12.5,81,66.79,7712.107649
2021,MP2,LSU Rice,21MP2_2,MPA_268,Clearfield,1,3,150,9,6,test,25.3,78,62.98,6722.339888
2021,MP2,LSU Rice,21MP2_2,MPA_269,Clearfield,1,3,147,9,3,test,20.47,77,64.61,9114.008842
2021,MP2,LSU Rice,21MP2_2,MPA_272,Clearfield,1,2,80,5,8,test,14.34,77,57.9,8330.14591
2021,MP2,LSU Rice,21MP2_2,MPA_273,Clearfield,1,4,222,13,6,test,11.08,82,66.3,8008.843682
2021,MP2,LSU Rice,21MP2_2,MPA_274,Clearfield,1,2,122,7,14,test,17.52,78,64.54,8654.952925
2021,MP2,LSU Rice,21MP2_2,MPA_275,Clearfield,1,4,232,13,16,test,19.15,83,63,9503.907503
2021,MP2,LSU Rice,21MP2_2,MPA_277,Clearfield,1,1,30,2,7,test,11.4,75,59.64,8469.829871
2021,MP2,LSU Rice,21MP2_2,MPA_279,Clearfield,1,1,34,2,3,test,22.47,75,61.27,10638.18087
2021,MP2,LSU Rice,21MP2_2,MPA_282,Clearfield,1,2,68,4,5,test,19.01,75,59.58,9370.648744
2021,MP2,LSU Rice,21MP2_2,MPA_288,Clearfield,1,4,233,13,17,test,15.7,78,60.77,8032.150266
2021,MP2,LSU Rice,21MP2_2,MPA_295,Clearfield,1,3,136,8,9,test,10.99,75,58.41,7643.711358
2021,MP2,LSU Rice,21MP2_2,MPA_296,Clearfield,1,4,231,13,15,test,14.63,81,62.11,8302.625171
2021,MP2,LSU Rice,21MP2_2,MPA_299,Clearfield,1,4,215,12,2,test,8.16,77,63.5,8365.587607
2021,MP2,LSU Rice,21MP2_2,MPA_300,Clearfield,1,3,139,8,6,test,14.67,74,63.38,7147.576178
2021,MP2,LSU Rice,21MP2_2,MPB_002,Conventional,1,4,196,11,16,test,12.91,79,57.35,7933.573459
2021,MP2,LSU Rice,21MP2_2,MPB_009,Conventional,1,3,166,10,15,test,23.16,77,61.47,7251.743258
2021,MP2,LSU Rice,21MP2_2,MPB_033,Conventional,1,4,221,13,5,test,17.22,75,61.99,8688.437755
2021,MP2,LSU Rice,21MP2_2,MPB_045,Conventional,1,4,239,14,14,test,7.56,79,61.64,8153.668648
2021,MP2,LSU Rice,21MP2_2,MPB_046,Conventional,1,1,46,3,10,test,20.17,78,58.34,7897.7447
2021,MP2,LSU Rice,21MP2_2,MPB_047,Conventional,1,1,50,3,14,test,21.52,73,55.99,8653.354875
2021,MP2,LSU Rice,21MP2_2,MPB_066,Conventional,1,2,83,5,11,test,27.74,75,53.78,7546.236284
2021,MP2,LSU Rice,21MP2_2,MPB_079,Conventional,1,1,44,3,8,test,15.27,72,62.36,8360.831265
2021,MP2,LSU Rice,21MP2_2,MPB_083,Conventional,1,1,28,2,9,test,16.69,79,55.45,8920.549253
2021,MP2,LSU Rice,21MP2_2,MPB_086,Conventional,1,2,123,7,15,test,24.18,75,59.63,7173.70219
2021,MP2,LSU Rice,21MP2_2,MPB_088,Conventional,1,3,140,8,5,test,22.2,70,63.64,8222.163349
2021,MP2,LSU Rice,21MP2_2,MPB_097,Clearfield,1,2,108,6,1,test,14.58,78,53.1,7405.955909
2021,MP2,LSU Rice,21MP2_2,MPB_107,Clearfield,1,3,127,8,18,test,21.38,79,56.52,7316.34711
2021,MP2,LSU Rice,21MP2_2,MPB_112,Clearfield,1,1,47,3,11,test,18.67,72,53.69,8349.289408
2021,MP2,LSU Rice,21MP2_2,MPB_113,Clearfield,1,1,11,1,11,test,19.88,73,57.95,9734.51834
2021,MP2,LSU Rice,21MP2_2,MPB_117,Clearfield,1,4,244,14,9,test,15.38,79,60.7,6290.924129
2021,MP2,LSU Rice,21MP2_2,MPB_119,Clearfield,1,3,153,9,9,test,14.71,74,63.47,7812.064223
2021,MP2,LSU Rice,21MP2_2,MPB_126,Clearfield,1,2,72,4,1,test,16.87,77,61.38,7981.586306
2021,MP2,LSU Rice,21MP2_2,MPB_134,Clearfield,1,4,235,14,18,test,17.51,76,54.62,7921.969323
2021,MP2,LSU Rice,21MP2_2,MPB_136,Clearfield,1,1,14,1,14,test,19.06,70,55.51,9671.05941
2021,MP2,LSU Rice,21MP2_2,MPB_141,Clearfield,1,4,234,13,18,test,15.51,75,56.92,7423.531715
2021,MP2,LSU Rice,21MP2_2,MPB_151,Clearfield,1,1,40,3,4,test,23.63,73,59.77,9045.177204
2021,MP2,LSU Rice,21MP2_2,MPB_153,Clearfield,1,2,118,7,10,test,18.19,74,52.97,7294.599663
2021,MP2,LSU Rice,21MP2_2,MPB_165,Clearfield,1,3,141,8,4,test,22.85,72,61.6,9002.329848
2021,MP2,LSU Rice,21MP2_2,MPB_168,Clearfield,1,1,19,2,18,test,23.88,77,57.47,8585.370448
2021,MP2,LSU Rice,21MP2_2,MPB_172,Clearfield,1,2,124,7,16,test,19.35,79,65.25,8154.012337
2021,MP2,LSU Rice,21MP2_2,MPB_182,Clearfield,1,3,156,9,12,test,22.1,75,64.31,8161.752229
2021,MP2,LSU Rice,21MP2_2,MPB_183,Clearfield,1,2,95,6,14,test,21.31,75,57.16,8910.035083
2021,MP2,LSU Rice,21MP2_2,MPB_184,Clearfield,1,2,77,5,5,test,14.16,69,58.23,8455.720659
2021,MP2,LSU Rice,21MP2_2,MPB_185,Clearfield,1,3,143,8,2,test,18.63,76,64.62,9017.052638
2021,MP2,LSU Rice,21MP2_2,MPB_189,Clearfield,1,2,91,6,18,test,18.3,76,55.79,6752.920146
2021,MP2,LSU Rice,21MP2_2,MPB_191,Clearfield,1,3,172,10,9,test,15.04,76,63.28,8905.384787
2021,MP2,LSU Rice,21MP2_2,MPB_193,Clearfield,1,1,1,1,1,test,17.8,75,51.6,8772.746227
2021,MP2,LSU Rice,21MP2_2,MPB_203,Clearfield,1,3,178,10,3,test,25.85,76,62.41,9493.348564
2021,MP2,LSU Rice,21MP2_2,MPB_204,Clearfield,1,3,146,9,2,test,17.53,81,64.78,7965.7021
2021,MP2,LSU Rice,21MP2_2,MPB_213,Clearfield,1,3,132,8,13,test,16.99,74,61.61,8151.280519
2021,MP2,LSU Rice,21MP2_2,MPB_243,Clearfield,1,2,97,6,12,test,19.09,79,54.31,7020.998388
2021,MP2,LSU Rice,21MP2_2,MPB_246,Clearfield,1,4,223,13,7,test,15.5,70,63.36,8818.923731
2021,MP2,LSU Rice,21MP2_2,MPB_253,Clearfield,1,3,168,10,13,test,23.05,77,63.1,8275.304093
2021,MP2,LSU Rice,21MP2_2,MPB_257,Clearfield,1,1,41,3,5,test,20.05,75,57.59,8383.023479
2021,MP2,LSU Rice,21MP2_2,MPB_260,Clearfield,1,2,79,5,7,test,15.47,75,60.86,8296.852695
2021,MP2,LSU Rice,21MP2_2,MPB_262,Clearfield,1,4,245,14,8,test,20.77,76,59.33,6822.591993
2021,MP2,LSU Rice,21MP2_2,MPB_270,Clearfield,1,2,100,6,9,test,21.75,77,57.88,8222.424909
2021,MP2,LSU Rice,21MP2_2,MPB_271,Clearfield,1,4,220,13,4,test,21.3,74,58.52,8687.20047
2021,MP2,LSU Rice,21MP2_2,MPB_274,Clearfield,1,1,55,4,18,test,14.96,74,59.28,8246.153574
2021,MP2,LSU Rice,21MP2_2,MPB_279,Clearfield,1,2,98,6,11,test,22.15,74,56,7843.053369
2021,MP2,LSU Rice,21MP2_2,MPB_280,Clearfield,1,4,217,13,1,test,21.66,74,54.64,8375.646106
2021,MP2,LSU Rice,21MP2_2,MPB_286,Clearfield,1,3,179,10,2,test,20.8,77,65.02,7216.750219
2021,MP2,LSU Rice,21MP2_2,MPB_288,Clearfield,1,1,60,4,13,test,21.53,76,61.5,7806.515878
2021,MP2,LSU Rice,21MP2_2,MPB_289,Clearfield,1,3,167,10,14,test,23.05,72,61.04,8531.747966
2021,MP2,LSU Rice,21MP2_2,MPB_294,Clearfield,1,1,5,1,5,test,22.98,74,60.39,9924.472823
2021,MP2,LSU Rice,21MP2_2,MPB_296,Clearfield,1,2,87,5,15,test,19.52,70,54.18,6861.978573
2021,MP2,LSU Rice,21MP2_2,MPC_007,Conventional,1,3,128,8,17,test,12.28,76,60.98,6257.950852
2021,MP2,LSU Rice,21MP2_2,MPC_009,Conventional,1,3,154,9,10,test,14.71,75,66.93,6818.341235
2021,MP2,LSU Rice,21MP2_2,MPC_020,Conventional,1,1,51,3,15,test,11,72,58.82,8279.018079
2021,MP2,LSU Rice,21MP2_2,MPC_021,Conventional,1,3,130,8,15,test,9.77,81,62.04,6966.632567
2021,MP2,LSU Rice,21MP2_2,MPC_023,Conventional,1,1,49,3,13,test,9.4,75,63.61,7852.174546
2021,MP2,LSU Rice,21MP2_2,MPC_024,Conventional,1,2,66,4,7,test,17.47,76,63.94,7733.227217
2021,MP2,LSU Rice,21MP2_2,MPC_031,Conventional,1,4,241,14,12,test,5.59,79,68.45,7524.778792
2021,MP2,LSU Rice,21MP2_2,MPC_041,Conventional,1,2,73,5,1,test,12.27,79,60.97,5553.480611
2021,MP2,LSU Rice,21MP2_2,MPC_048,Conventional,1,3,171,10,10,test,7.7,79,65.48,5535.294227
2021,MP2,LSU Rice,21MP2_2,MPC_059,Conventional,1,2,101,6,8,test,7.64,76,64.93,7368.765922
2021,MP2,LSU Rice,21MP2_2,MPC_065,Conventional,1,1,58,4,15,test,19.32,75,52.45,6779.549727
2021,MP2,LSU Rice,21MP2_2,MPC_069,Conventional,1,1,32,2,5,test,19.25,77,61.57,6521.615341
2021,MP2,LSU Rice,21MP2_2,MPC_071,Conventional,1,3,188,11,8,test,20.7,76,61.75,7837.25576
2021,MP2,LSU Rice,21MP2_2,MPC_077,Conventional,1,1,18,1,18,test,9.15,81,66.08,7397.424866
2021,MP2,LSU Rice,21MP2_2,MPC_078,Conventional,1,2,78,5,6,test,10.63,79,61.24,6603.244282
2021,MP2,LSU Rice,21MP2_2,MPC_081,Conventional,1,1,12,1,12,test,13.88,76,61.44,8071.479756
2021,MP2,LSU Rice,21MP2_2,MPC_089,Conventional,1,3,157,9,13,test,12.95,79,63.93,4540.284195
2021,MP2,LSU Rice,21MP2_2,MPC_090,Conventional,1,1,45,3,9,test,9.19,79,61.63,6020.841934
2021,MP2,LSU Rice,21MP2_2,MPC_101,Conventional,1,4,240,14,13,test,7.56,80,65.5,6968.116427
2021,MP2,LSU Rice,21MP2_2,MPC_102,Conventional,1,1,2,1,2,test,14.07,78,52.32,6368.747358
2021,MP2,LSU Rice,21MP2_2,MPC_114,Clearfield,1,3,163,10,18,test,11.57,79,66.02,8145.344458
2021,MP2,LSU Rice,21MP2_2,MPC_122,Clearfield,1,4,226,13,10,test,14.31,76,54.56,7577.655142
2021,MP2,LSU Rice,21MP2_2,MPC_130,Clearfield,1,2,114,7,6,test,12.29,81,64.58,6382.5651
2021,MP2,LSU Rice,21MP2_2,MPC_135,Conventional,1,3,161,9,17,test,17.73,75,64.67,6983.752626
2021,MP2,LSU Rice,21MP2_2,MPC_138,Clearfield,1,1,53,3,17,test,7.82,79,60.15,7476.032728
2021,MP2,LSU Rice,21MP2_2,MPC_139,Clearfield,1,2,117,7,9,test,9.79,78,64.84,8375.182775
2021,MP2,LSU Rice,21MP2_2,MPC_148,Clearfield,1,2,105,6,4,test,13.98,76,61.29,8683.799889
2021,MP2,LSU Rice,21MP2_2,MPC_153,Clearfield,1,2,82,5,10,test,14.51,76,54.6,6062.516564
2021,MP2,LSU Rice,21MP2_2,MPC_167,Conventional,1,1,25,2,12,test,14.62,77,61.79,8280.149054
2021,MP2,LSU Rice,21MP2_2,MPC_171,Clearfield,1,2,96,6,13,test,7.14,78,64.11,7555.494462
2021,MP2,LSU Rice,21MP2_2,MPC_177,Clearfield,1,4,204,12,13,test,7.79,79,64.84,7787.804433
2021,MP2,LSU Rice,21MP2_2,MPC_184,Clearfield,1,1,23,2,14,test,19.78,76,61.72,6776.429788
2021,MP2,LSU Rice,21MP2_2,MPC_189,Clearfield,1,1,56,4,17,test,11.9,80,65.9,8081.507573
2021,MP2,LSU Rice,21MP2_2,MPC_193,Clearfield,1,3,148,9,4,test,19.85,78,64.39,7827.052556
2021,MP2,LSU Rice,21MP2_2,MPC_195,Clearfield,1,3,137,8,8,test,8.94,77,67.77,7156.846379
2021,MP2,LSU Rice,21MP2_2,MPC_196,Clearfield,1,4,197,11,17,test,11.39,75,62.89,8159.330857
2021,MP2,LSU Rice,21MP2_2,MPC_201,Clearfield,1,1,59,4,14,test,10.16,76,63.04,7501.039898
2021,MP2,LSU Rice,21MP2_2,MPC_203,Clearfield,1,1,42,3,6,test,15.74,77,63.46,7885.947212
2021,MP2,LSU Rice,21MP2_2,MPC_221,Clearfield,1,3,189,11,9,test,12.44,77,63.46,7946.303048
2021,MP2,LSU Rice,21MP2_2,MPC_222,Clearfield,1,1,31,2,6,test,15.64,76,61.56,7984.499075
2021,MP2,LSU Rice,21MP2_2,MPC_232,Clearfield,1,4,210,12,7,test,7.9,79,63.11,7199.34819
2021,MP2,LSU Rice,21MP2_2,MPC_239,Clearfield,1,4,248,14,5,test,21.89,77,64.02,7606.833498
2021,MP2,LSU Rice,21MP2_2,MPC_249,Clearfield,1,3,173,10,8,test,12.31,77,65.94,7734.746976
2021,MP2,LSU Rice,21MP2_2,MPC_259,Clearfield,1,1,36,2,1,test,10.33,81,63.64,8195.701699
2021,MP2,LSU Rice,21MP2_2,MPC_262,Clearfield,1,2,75,5,3,test,18.22,75,62.86,8679.598931
2021,MP2,LSU Rice,21MP2_2,MPC_273,Clearfield,1,4,198,11,18,test,13.51,77,59.28,8057.659561
2021,MP2,LSU Rice,21MP2_2,MPC_281,Clearfield,1,2,70,4,3,test,11.87,77,58.34,7462.234588
2021,MP2,LSU Rice,21MP2_2,MPC_286,Clearfield,1,1,39,3,3,test,12.19,76,57.03,7847.811376
2021,MP2,LSU Rice,21MP2_2,MPC_289,Clearfield,1,2,65,4,8,test,8.63,77,61.8,7154.392307
2021,MP2,LSU Rice,21MP2_2,MPC_291,Clearfield,1,2,115,7,7,test,9.9,79,59.64,8421.159512
2021,MP2,LSU Rice,21MP2_2,MPC_297,Clearfield,1,4,199,12,18,test,10.5,78,65.37,7798.083662
2021,MP2,LSU Rice,21MP2_2,MPD_003,Conventional,1,4,200,12,17,test,22.19,73,53.53,6589.798744
2021,MP2,LSU Rice,21MP2_2,MPD_005,Conventional,1,2,120,7,12,test,13.96,76,56.44,6351.886964
2021,MP2,LSU Rice,21MP2_2,MPD_008,Conventional,1,4,190,11,10,test,10.42,76,62.35,6133.947886
2021,MP2,LSU Rice,21MP2_2,MPD_009,Conventional,1,3,183,11,3,test,20.28,72,55.93,7775.163107
2021,MP2,LSU Rice,21MP2_2,MPD_015,Conventional,1,4,214,12,3,test,6.45,74,61.52,7129.868338
2021,MP2,LSU Rice,21MP2_2,MPD_018,Conventional,1,2,102,6,7,test,13.39,80,61.12,7573.381532
2021,MP2,LSU Rice,21MP2_2,MPD_020,Conventional,1,2,81,5,9,test,8.3,77,56.11,6982.470602
2021,MP2,LSU Rice,21MP2_2,MPD_021,Conventional,1,2,92,6,17,test,10.26,81,55.66,5323.104828
2021,MP2,LSU Rice,21MP2_2,MPD_029,Conventional,1,2,71,4,2,test,9.18,77,56.9,7863.76586
2021,MP2,LSU Rice,21MP2_2,MPD_033,Conventional,1,2,112,7,4,test,13.73,74,60.04,7641.612232
2021,MP2,LSU Rice,21MP2_2,MPD_035,Conventional,1,1,20,2,17,test,14.6,75,60.47,7638.787081
2021,MP2,LSU Rice,21MP2_2,MPD_037,Conventional,1,2,116,7,8,test,15.77,76,60.55,7682.136548
2021,MP2,LSU Rice,21MP2_2,MPD_038,Conventional,1,4,227,13,11,test,10.37,73,60.96,6589.155548
2021,MP2,LSU Rice,21MP2_2,MPD_045,Conventional,1,2,113,7,5,test,8.27,76,55.1,6886.247756
2021,MP2,LSU Rice,21MP2_2,MPD_053,Conventional,1,1,26,2,11,test,14.25,72,56.58,7826.53939
2021,MP2,LSU Rice,21MP2_2,MPD_056,Conventional,1,1,7,1,7,test,11.51,77,55.1,6815.347332
2021,MP2,LSU Rice,21MP2_2,MPD_059,Conventional,1,2,90,5,18,test,11.29,80,62.21,5648.300009
2021,MP2,LSU Rice,21MP2_2,MPD_060,Conventional,1,4,201,12,16,test,11.5,78,61.33,6388.497565
2021,MP2,LSU Rice,21MP2_2,MPD_066,Conventional,1,4,206,12,11,test,14.6,78,58.83,6181.540757
2021,MP2,LSU Rice,21MP2_2,MPD_076,Conventional,1,4,228,13,12,test,13.63,74,60.7,7219.099188
2021,MP2,LSU Rice,21MP2_2,MPD_081,Conventional,1,4,229,13,13,test,13.63,78,60.91,6064.342565
2021,MP2,LSU Rice,21MP2_2,MPD_084,Conventional,1,1,48,3,12,test,13.38,73,57.32,7213.467959
2021,MP2,LSU Rice,21MP2_2,MPD_087,Conventional,1,2,74,5,2,test,12.87,79,63.69,7085.424728
2021,MP2,LSU Rice,21MP2_2,MPD_089,Conventional,1,4,230,13,14,test,11.21,74,63.44,6739.389983
2021,MP2,LSU Rice,21MP2_2,MPD_105,Conventional,1,4,246,14,7,test,10.78,73,58.72,5945.748714
2021,MP2,LSU Rice,21MP2_2,MPD_112,Conventional,1,3,185,11,5,test,12.86,77,62.14,6352.462699
2021,MP2,LSU Rice,21MP2_2,MPD_114,Conventional,1,3,182,11,2,test,9.36,74,59.94,7616.019683
2021,MP2,LSU Rice,21MP2_2,MPD_117,Conventional,1,3,149,9,5,test,17.35,73,60.29,7265.324787
2021,MP2,LSU Rice,21MP2_2,MPD_119,Conventional,1,3,142,8,3,test,19.7,79,63.92,7222.554578
2021,MP2,LSU Rice,21MP2_2,MPD_130,Conventional,1,2,84,5,12,test,11.18,78,51.28,6370.218221
2021,MP2,LSU Rice,21MP2_2,MPD_136,Conventional,1,4,249,14,4,test,12.89,70,63.23,7795.366846
2021,MP2,LSU Rice,21MP2_2,MPD_139,Conventional,1,4,242,14,11,test,19.39,76,62.16,7572.096473
2021,MP2,LSU Rice,21MP2_2,MPD_140,Conventional,1,3,170,10,11,test,10.14,74,65.07,7393.380039
2021,MP2,LSU Rice,21MP2_2,MPD_148,Conventional,1,4,219,13,3,test,10.07,79,60.86,6596.052748
2021,MP2,LSU Rice,21MP2_2,MPD_152,Conventional,1,1,3,1,3,test,13.76,77,59.03,7783.010154
